group,id,course,trimester,grade
12,395,Necromancy and Spirit Summoning,1,10.5
12,395,Necromancy and Spirit Summoning,1,7.5
12,395,Necromancy and Spirit Summoning,1,5
12,395,Necromancy and Spirit Summoning,1,11.5
12,395,Necromancy and Spirit Summoning,1,6.5
12,395,Necromancy and Spirit Summoning,1,6.5
12,395,Necromancy and Spirit Summoning,1,5.5
12,395,Necromancy and Spirit Summoning,1,6
12,395,Potion Brewing and Herbology,2,13.5
12,395,Potion Brewing and Herbology,2,15
12,395,Potion Brewing and Herbology,2,14.5
12,395,Potion Brewing and Herbology,2,14
12,395,Runecrafting and Glyphwork,1,9
12,395,Runecrafting and Glyphwork,1,7.25
12,395,Runecrafting and Glyphwork,1,9.5
12,395,Swordsmanship and Martial Arts,1,13
12,395,Swordsmanship and Martial Arts,1,12.5
12,395,Swordsmanship and Martial Arts,1,12
12,395,Swordsmanship and Martial Arts,1,15
12,395,Swordsmanship and Martial Arts,1,12.5
12,395,Swordsmanship and Martial Arts,1,13.5
12,395,Swordsmanship and Martial Arts,1,16
12,395,Swordsmanship and Martial Arts,1,15.5
12,402,Ancient Magic and Mysticism,1,7.5
12,402,Ancient Magic and Mysticism,1,12
12,402,Ancient Magic and Mysticism,1,10
12,402,Ancient Magic and Mysticism,1,11
12,402,Ancient Magic and Mysticism,1,6
12,402,Ancient Magic and Mysticism,1,8.5
12,402,Ancient Magic and Mysticism,1,7.5
12,402,Ancient Magic and Mysticism,1,6.5
12,402,Celestial Navigation and Astronomy,2,9
12,402,Celestial Navigation and Astronomy,2,0
12,402,Celestial Navigation and Astronomy,2,13
12,402,Celestial Navigation and Astronomy,2,7
12,402,Celestial Navigation and Astronomy,2,11
12,402,Celestial Navigation and Astronomy,2,11
12,402,Celestial Navigation and Astronomy,2,8
12,402,Celestial Navigation and Astronomy,2,8
12,402,Celestial Navigation and Astronomy,2,6
12,402,Dragon Lore and Taming,2,8
12,402,Dragon Lore and Taming,2,7.5
12,402,Dragon Lore and Taming,2,5
12,402,Dragon Lore and Taming,2,10
12,402,Dragon Lore and Taming,2,9
12,402,Dragon Lore and Taming,2,8.5
12,402,Elemental Mastery and Control,1,11
12,402,Elemental Mastery and Control,1,15
12,402,Elemental Mastery and Control,1,13
12,402,Elemental Mastery and Control,1,10
12,402,History of the Arcane,3,5.5
12,402,History of the Arcane,3,10
12,402,History of the Arcane,3,8.5
12,402,History of the Arcane,3,3
12,402,History of the Arcane,3,5
12,402,Illusion and Enchantment,1,9
12,402,Illusion and Enchantment,1,10
12,402,Illusion and Enchantment,1,13
12,402,Necromancy and Spirit Summoning,1,10
12,402,Necromancy and Spirit Summoning,1,11
12,402,Necromancy and Spirit Summoning,1,10.5
12,402,Necromancy and Spirit Summoning,1,11
12,402,Necromancy and Spirit Summoning,1,12
12,402,Necromancy and Spirit Summoning,1,10.5
12,402,Necromancy and Spirit Summoning,1,10
12,402,Necromancy and Spirit Summoning,1,5
12,402,Necromancy and Spirit Summoning,1,9.5
12,402,Potion Brewing and Herbology,2,13
12,402,Potion Brewing and Herbology,2,14.5
12,402,Potion Brewing and Herbology,2,16.5
12,402,Potion Brewing and Herbology,2,14.5
12,402,Runecrafting and Glyphwork,1,6.5
12,402,Runecrafting and Glyphwork,1,6
12,402,Runecrafting and Glyphwork,1,9.75
12,402,Swordsmanship and Martial Arts,1,17
12,402,Swordsmanship and Martial Arts,1,10.5
12,402,Swordsmanship and Martial Arts,1,11
12,402,Swordsmanship and Martial Arts,1,12.5
12,402,Swordsmanship and Martial Arts,1,13.5
12,402,Swordsmanship and Martial Arts,1,16
12,402,Swordsmanship and Martial Arts,1,10
12,402,Swordsmanship and Martial Arts,1,11.5
12,402,Swordsmanship and Martial Arts,1,15.5
12,405,Ancient Magic and Mysticism,1,9
12,405,Ancient Magic and Mysticism,1,9.5
12,405,Ancient Magic and Mysticism,1,11
12,405,Ancient Magic and Mysticism,1,10
12,405,Ancient Magic and Mysticism,1,8
12,405,Ancient Magic and Mysticism,1,7.5
12,405,Ancient Magic and Mysticism,1,8
12,405,Ancient Magic and Mysticism,1,9.5
12,405,Ancient Magic and Mysticism,1,7
12,405,Celestial Navigation and Astronomy,2,9
12,405,Celestial Navigation and Astronomy,2,16
12,405,Celestial Navigation and Astronomy,2,10
12,405,Celestial Navigation and Astronomy,2,6
12,405,Celestial Navigation and Astronomy,2,7
12,405,Celestial Navigation and Astronomy,2,6
12,405,Celestial Navigation and Astronomy,2,6
12,405,Celestial Navigation and Astronomy,2,9
12,405,Celestial Navigation and Astronomy,2,10
12,405,Dragon Lore and Taming,2,5.5
12,405,Dragon Lore and Taming,2,10.5
12,405,Dragon Lore and Taming,2,8.5
12,405,Dragon Lore and Taming,2,9.5
12,405,Dragon Lore and Taming,2,8.5
12,405,Dragon Lore and Taming,2,9.5
12,405,Elemental Mastery and Control,1,12
12,405,Elemental Mastery and Control,1,13
12,405,Elemental Mastery and Control,1,13
12,405,Elemental Mastery and Control,1,11
12,405,History of the Arcane,3,8.5
12,405,History of the Arcane,3,11.5
12,405,History of the Arcane,3,8.5
12,405,History of the Arcane,3,10
12,405,History of the Arcane,3,9.5
12,405,History of the Arcane,3,11
12,405,Illusion and Enchantment,1,7.5
12,405,Illusion and Enchantment,1,13
12,405,Necromancy and Spirit Summoning,1,10.5
12,405,Necromancy and Spirit Summoning,1,9.5
12,405,Necromancy and Spirit Summoning,1,5.5
12,405,Necromancy and Spirit Summoning,1,8
12,405,Necromancy and Spirit Summoning,1,10
12,405,Necromancy and Spirit Summoning,1,11.5
12,405,Necromancy and Spirit Summoning,1,9.5
12,405,Necromancy and Spirit Summoning,1,8
12,405,Necromancy and Spirit Summoning,1,7
12,405,Necromancy and Spirit Summoning,1,10.5
12,405,Potion Brewing and Herbology,2,15
12,405,Potion Brewing and Herbology,2,13.5
12,405,Potion Brewing and Herbology,2,14
12,405,Potion Brewing and Herbology,2,13.5
12,405,Runecrafting and Glyphwork,1,10.25
12,405,Runecrafting and Glyphwork,1,6.25
12,405,Runecrafting and Glyphwork,1,8.25
12,405,Swordsmanship and Martial Arts,1,12
12,405,Swordsmanship and Martial Arts,1,13.5
12,405,Swordsmanship and Martial Arts,1,13
12,405,Swordsmanship and Martial Arts,1,14.5
12,405,Swordsmanship and Martial Arts,1,15
12,405,Swordsmanship and Martial Arts,1,11
12,405,Swordsmanship and Martial Arts,1,13
12,405,Swordsmanship and Martial Arts,1,13.5
12,405,Swordsmanship and Martial Arts,1,11
12,406,Ancient Magic and Mysticism,1,8
12,406,Ancient Magic and Mysticism,1,9
12,406,Ancient Magic and Mysticism,1,7.5
12,406,Ancient Magic and Mysticism,1,10.5
12,406,Ancient Magic and Mysticism,1,10
12,406,Ancient Magic and Mysticism,1,8
12,406,Ancient Magic and Mysticism,1,8
12,406,Ancient Magic and Mysticism,1,8
12,406,Ancient Magic and Mysticism,1,8
12,406,Celestial Navigation and Astronomy,2,12
12,406,Celestial Navigation and Astronomy,2,14
12,406,Celestial Navigation and Astronomy,2,9
12,406,Celestial Navigation and Astronomy,2,6
12,406,Celestial Navigation and Astronomy,2,8
12,406,Celestial Navigation and Astronomy,2,8
12,406,Celestial Navigation and Astronomy,2,11
12,406,Celestial Navigation and Astronomy,2,3
12,406,Celestial Navigation and Astronomy,2,13
12,406,Dragon Lore and Taming,2,9.5
12,406,Dragon Lore and Taming,2,9.5
12,406,Dragon Lore and Taming,2,4
12,406,Dragon Lore and Taming,2,5
12,406,Dragon Lore and Taming,2,7.5
12,406,Dragon Lore and Taming,2,8.5
12,406,Elemental Mastery and Control,1,12
12,406,Elemental Mastery and Control,1,12
12,406,Elemental Mastery and Control,1,14
12,406,History of the Arcane,3,12.5
12,406,History of the Arcane,3,10.5
12,406,History of the Arcane,3,8
12,406,History of the Arcane,3,10
12,406,History of the Arcane,3,5.5
12,406,Illusion and Enchantment,1,10
12,406,Illusion and Enchantment,1,8.5
12,406,Illusion and Enchantment,1,7.5
12,406,Necromancy and Spirit Summoning,1,10
12,406,Necromancy and Spirit Summoning,1,6.5
12,406,Necromancy and Spirit Summoning,1,13
12,406,Necromancy and Spirit Summoning,1,8.5
12,406,Necromancy and Spirit Summoning,1,7.5
12,406,Necromancy and Spirit Summoning,1,7.5
12,406,Necromancy and Spirit Summoning,1,7.5
12,406,Necromancy and Spirit Summoning,1,11
12,406,Necromancy and Spirit Summoning,1,7.5
12,406,Necromancy and Spirit Summoning,1,4.5
12,406,Potion Brewing and Herbology,2,12.5
12,406,Potion Brewing and Herbology,2,13
12,406,Potion Brewing and Herbology,2,13
12,406,Potion Brewing and Herbology,2,13.5
12,406,Runecrafting and Glyphwork,1,12.25
12,406,Runecrafting and Glyphwork,1,9.25
12,406,Runecrafting and Glyphwork,1,13.5
12,406,Swordsmanship and Martial Arts,1,12.5
12,406,Swordsmanship and Martial Arts,1,12
12,406,Swordsmanship and Martial Arts,1,17
12,406,Swordsmanship and Martial Arts,1,13
12,406,Swordsmanship and Martial Arts,1,12
12,406,Swordsmanship and Martial Arts,1,13.5
12,406,Swordsmanship and Martial Arts,1,12.5
12,406,Swordsmanship and Martial Arts,1,13.5
12,406,Swordsmanship and Martial Arts,1,12.5
12,427,Ancient Magic and Mysticism,1,8.5
12,427,Ancient Magic and Mysticism,1,8
12,427,Ancient Magic and Mysticism,1,10
12,427,Ancient Magic and Mysticism,1,9.5
12,427,Ancient Magic and Mysticism,1,8.5
12,427,Ancient Magic and Mysticism,1,12
12,427,Ancient Magic and Mysticism,1,9
12,427,Ancient Magic and Mysticism,1,8.5
12,427,Ancient Magic and Mysticism,1,7
12,427,Celestial Navigation and Astronomy,2,10
12,427,Celestial Navigation and Astronomy,2,8
12,427,Celestial Navigation and Astronomy,2,11
12,427,Celestial Navigation and Astronomy,2,8
12,427,Celestial Navigation and Astronomy,2,5
12,427,Celestial Navigation and Astronomy,2,8
12,427,Celestial Navigation and Astronomy,2,8
12,427,Celestial Navigation and Astronomy,2,6
12,427,Celestial Navigation and Astronomy,2,9
12,427,Dragon Lore and Taming,2,7
12,427,Dragon Lore and Taming,2,6
12,427,Dragon Lore and Taming,2,9
12,427,Dragon Lore and Taming,2,5
12,427,Dragon Lore and Taming,2,7
12,427,Dragon Lore and Taming,2,6
12,427,Elemental Mastery and Control,1,11
12,427,Elemental Mastery and Control,1,12
12,427,Elemental Mastery and Control,1,13
12,427,Elemental Mastery and Control,1,11
12,427,History of the Arcane,3,8.5
12,427,History of the Arcane,3,10.5
12,427,History of the Arcane,3,11.5
12,427,History of the Arcane,3,9.5
12,427,History of the Arcane,3,13
12,427,History of the Arcane,3,4.5
12,427,Illusion and Enchantment,1,11.5
12,427,Illusion and Enchantment,1,12
12,427,Illusion and Enchantment,1,14
12,427,Necromancy and Spirit Summoning,1,9
12,427,Necromancy and Spirit Summoning,1,5.5
12,427,Necromancy and Spirit Summoning,1,6.5
12,427,Necromancy and Spirit Summoning,1,9.5
12,427,Necromancy and Spirit Summoning,1,11.5
12,427,Necromancy and Spirit Summoning,1,9
12,427,Necromancy and Spirit Summoning,1,10
12,427,Necromancy and Spirit Summoning,1,10.5
12,427,Necromancy and Spirit Summoning,1,10.5
12,427,Necromancy and Spirit Summoning,1,5.5
12,427,Potion Brewing and Herbology,2,14
12,427,Potion Brewing and Herbology,2,13.5
12,427,Potion Brewing and Herbology,2,15
12,427,Potion Brewing and Herbology,2,12
12,427,Runecrafting and Glyphwork,1,14
12,427,Runecrafting and Glyphwork,1,10.25
12,427,Runecrafting and Glyphwork,1,5
12,427,Swordsmanship and Martial Arts,1,14
12,427,Swordsmanship and Martial Arts,1,18
12,427,Swordsmanship and Martial Arts,1,12
12,427,Swordsmanship and Martial Arts,1,14
12,427,Swordsmanship and Martial Arts,1,12.5
12,427,Swordsmanship and Martial Arts,1,14.5
12,427,Swordsmanship and Martial Arts,1,14.5
12,427,Swordsmanship and Martial Arts,1,13.5
12,427,Swordsmanship and Martial Arts,1,16.5
12,438,Ancient Magic and Mysticism,1,10
12,438,Ancient Magic and Mysticism,1,8
12,438,Ancient Magic and Mysticism,1,9
12,438,Ancient Magic and Mysticism,1,6
12,438,Ancient Magic and Mysticism,1,7
12,438,Ancient Magic and Mysticism,1,8
12,438,Ancient Magic and Mysticism,1,8.5
12,438,Ancient Magic and Mysticism,1,6.5
12,438,Ancient Magic and Mysticism,1,6
12,438,Celestial Navigation and Astronomy,2,10
12,438,Celestial Navigation and Astronomy,2,11
12,438,Celestial Navigation and Astronomy,2,13
12,438,Celestial Navigation and Astronomy,2,7
12,438,Celestial Navigation and Astronomy,2,2
12,438,Celestial Navigation and Astronomy,2,10
12,438,Celestial Navigation and Astronomy,2,5
12,438,Celestial Navigation and Astronomy,2,5
12,438,Celestial Navigation and Astronomy,2,7
12,438,Dragon Lore and Taming,2,9
12,438,Dragon Lore and Taming,2,7.5
12,438,Dragon Lore and Taming,2,6.5
12,438,Dragon Lore and Taming,2,6.5
12,438,Dragon Lore and Taming,2,7
12,438,Dragon Lore and Taming,2,7.5
12,438,Elemental Mastery and Control,1,14
12,438,Elemental Mastery and Control,1,13
12,438,Elemental Mastery and Control,1,13
12,438,Elemental Mastery and Control,1,12
12,438,History of the Arcane,3,10.5
12,438,History of the Arcane,3,3.5
12,438,History of the Arcane,3,12.5
12,438,History of the Arcane,3,3
12,438,History of the Arcane,3,4.5
12,438,History of the Arcane,3,12
12,438,Illusion and Enchantment,1,9.5
12,438,Illusion and Enchantment,1,5
12,438,Illusion and Enchantment,1,12.5
12,438,Necromancy and Spirit Summoning,1,7.5
12,438,Necromancy and Spirit Summoning,1,5.5
12,438,Necromancy and Spirit Summoning,1,9
12,438,Necromancy and Spirit Summoning,1,6
12,438,Necromancy and Spirit Summoning,1,12
12,438,Necromancy and Spirit Summoning,1,8
12,438,Necromancy and Spirit Summoning,1,2.5
12,438,Necromancy and Spirit Summoning,1,10.5
12,438,Necromancy and Spirit Summoning,1,8
12,438,Necromancy and Spirit Summoning,1,9
12,438,Potion Brewing and Herbology,2,15
12,438,Potion Brewing and Herbology,2,14.5
12,438,Potion Brewing and Herbology,2,14
12,438,Potion Brewing and Herbology,2,14.5
12,438,Runecrafting and Glyphwork,1,11.5
12,438,Runecrafting and Glyphwork,1,1.25
12,438,Runecrafting and Glyphwork,1,16.75
12,438,Swordsmanship and Martial Arts,1,15
12,438,Swordsmanship and Martial Arts,1,16
12,438,Swordsmanship and Martial Arts,1,15.5
12,438,Swordsmanship and Martial Arts,1,12
12,438,Swordsmanship and Martial Arts,1,15.5
12,438,Swordsmanship and Martial Arts,1,12
12,438,Swordsmanship and Martial Arts,1,13.5
12,438,Swordsmanship and Martial Arts,1,11
12,438,Swordsmanship and Martial Arts,1,13
12,439,Ancient Magic and Mysticism,1,5.5
12,439,Ancient Magic and Mysticism,1,8.5
12,439,Ancient Magic and Mysticism,1,8.5
12,439,Ancient Magic and Mysticism,1,8
12,439,Ancient Magic and Mysticism,1,10
12,439,Ancient Magic and Mysticism,1,10.5
12,439,Ancient Magic and Mysticism,1,8.5
12,439,Ancient Magic and Mysticism,1,8
12,439,Ancient Magic and Mysticism,1,6.5
12,439,Celestial Navigation and Astronomy,2,13
12,439,Celestial Navigation and Astronomy,2,11
12,439,Celestial Navigation and Astronomy,2,9
12,439,Celestial Navigation and Astronomy,2,6
12,439,Celestial Navigation and Astronomy,2,10
12,439,Celestial Navigation and Astronomy,2,14
12,439,Celestial Navigation and Astronomy,2,11
12,439,Celestial Navigation and Astronomy,2,17
12,439,Celestial Navigation and Astronomy,2,14
12,439,Dragon Lore and Taming,2,6.5
12,439,Dragon Lore and Taming,2,7
12,439,Dragon Lore and Taming,2,6.5
12,439,Dragon Lore and Taming,2,5
12,439,Dragon Lore and Taming,2,7.5
12,439,Dragon Lore and Taming,2,7.5
12,439,Elemental Mastery and Control,1,14
12,439,Elemental Mastery and Control,1,12
12,439,Elemental Mastery and Control,1,12
12,439,Elemental Mastery and Control,1,10
12,439,History of the Arcane,3,8
12,439,History of the Arcane,3,10
12,439,History of the Arcane,3,10.5
12,439,History of the Arcane,3,15.5
12,439,History of the Arcane,3,14
12,439,History of the Arcane,3,9.5
12,439,Illusion and Enchantment,1,15.5
12,439,Illusion and Enchantment,1,11
12,439,Illusion and Enchantment,1,18.5
12,439,Necromancy and Spirit Summoning,1,9
12,439,Necromancy and Spirit Summoning,1,9.5
12,439,Necromancy and Spirit Summoning,1,11.5
12,439,Necromancy and Spirit Summoning,1,8.5
12,439,Necromancy and Spirit Summoning,1,11
12,439,Necromancy and Spirit Summoning,1,12
12,439,Necromancy and Spirit Summoning,1,11
12,439,Necromancy and Spirit Summoning,1,10
12,439,Necromancy and Spirit Summoning,1,9
12,439,Necromancy and Spirit Summoning,1,10
12,439,Potion Brewing and Herbology,2,13.5
12,439,Potion Brewing and Herbology,2,13.5
12,439,Potion Brewing and Herbology,2,13
12,439,Potion Brewing and Herbology,2,14
12,439,Runecrafting and Glyphwork,1,7.75
12,439,Runecrafting and Glyphwork,1,12.75
12,439,Runecrafting and Glyphwork,1,16.75
12,439,Swordsmanship and Martial Arts,1,14.5
12,439,Swordsmanship and Martial Arts,1,14.5
12,439,Swordsmanship and Martial Arts,1,15
12,439,Swordsmanship and Martial Arts,1,13.5
12,439,Swordsmanship and Martial Arts,1,13.5
12,439,Swordsmanship and Martial Arts,1,17
12,439,Swordsmanship and Martial Arts,1,14.5
12,439,Swordsmanship and Martial Arts,1,15
12,439,Swordsmanship and Martial Arts,1,12.5
12,498,Ancient Magic and Mysticism,1,8.5
12,498,Ancient Magic and Mysticism,1,8
12,498,Ancient Magic and Mysticism,1,8.5
12,498,Ancient Magic and Mysticism,1,7
12,498,Ancient Magic and Mysticism,1,8
12,498,Ancient Magic and Mysticism,1,5.5
12,498,Ancient Magic and Mysticism,1,8
12,498,Ancient Magic and Mysticism,1,6.5
12,498,Ancient Magic and Mysticism,1,9
12,498,Celestial Navigation and Astronomy,2,7
12,498,Celestial Navigation and Astronomy,2,8
12,498,Celestial Navigation and Astronomy,2,5
12,498,Celestial Navigation and Astronomy,2,7
12,498,Celestial Navigation and Astronomy,2,6
12,498,Celestial Navigation and Astronomy,2,3
12,498,Celestial Navigation and Astronomy,2,4
12,498,Celestial Navigation and Astronomy,2,14
12,498,Celestial Navigation and Astronomy,2,11
12,498,Dragon Lore and Taming,2,9.5
12,498,Dragon Lore and Taming,2,7.5
12,498,Dragon Lore and Taming,2,8
12,498,Dragon Lore and Taming,2,7
12,498,Dragon Lore and Taming,2,5
12,498,Dragon Lore and Taming,2,8
12,498,Elemental Mastery and Control,1,13
12,498,Elemental Mastery and Control,1,12
12,498,Elemental Mastery and Control,1,11
12,498,Elemental Mastery and Control,1,12
12,498,History of the Arcane,3,7.5
12,498,History of the Arcane,3,6
12,498,History of the Arcane,3,12.5
12,498,History of the Arcane,3,7
12,498,History of the Arcane,3,6.5
12,498,History of the Arcane,3,5
12,498,Illusion and Enchantment,1,4.5
12,498,Illusion and Enchantment,1,8.5
12,498,Illusion and Enchantment,1,12
12,498,Necromancy and Spirit Summoning,1,10.5
12,498,Necromancy and Spirit Summoning,1,10.5
12,498,Necromancy and Spirit Summoning,1,5
12,498,Necromancy and Spirit Summoning,1,13.5
12,498,Necromancy and Spirit Summoning,1,8.5
12,498,Necromancy and Spirit Summoning,1,9.5
12,498,Necromancy and Spirit Summoning,1,11.5
12,498,Necromancy and Spirit Summoning,1,9.5
12,498,Necromancy and Spirit Summoning,1,7
12,498,Potion Brewing and Herbology,2,12.5
12,498,Potion Brewing and Herbology,2,13
12,498,Potion Brewing and Herbology,2,14
12,498,Potion Brewing and Herbology,2,14
12,498,Runecrafting and Glyphwork,1,10
12,498,Runecrafting and Glyphwork,1,8.5
12,498,Runecrafting and Glyphwork,1,7.75
12,498,Swordsmanship and Martial Arts,1,14
12,498,Swordsmanship and Martial Arts,1,9
12,498,Swordsmanship and Martial Arts,1,10.5
12,498,Swordsmanship and Martial Arts,1,13
12,498,Swordsmanship and Martial Arts,1,14
12,498,Swordsmanship and Martial Arts,1,13
12,498,Swordsmanship and Martial Arts,1,8.5
12,498,Swordsmanship and Martial Arts,1,14.5
12,498,Swordsmanship and Martial Arts,1,15.5
12,512,Ancient Magic and Mysticism,1,11
12,512,Ancient Magic and Mysticism,1,10
12,512,Ancient Magic and Mysticism,1,9
12,512,Ancient Magic and Mysticism,1,10.5
12,512,Ancient Magic and Mysticism,1,7
12,512,Ancient Magic and Mysticism,1,10
12,512,Ancient Magic and Mysticism,1,10.5
12,512,Ancient Magic and Mysticism,1,8.5
12,512,Ancient Magic and Mysticism,1,7
12,512,Celestial Navigation and Astronomy,2,8
12,512,Celestial Navigation and Astronomy,2,11
12,512,Celestial Navigation and Astronomy,2,13
12,512,Celestial Navigation and Astronomy,2,8
12,512,Celestial Navigation and Astronomy,2,9
12,512,Celestial Navigation and Astronomy,2,6
12,512,Celestial Navigation and Astronomy,2,8
12,512,Celestial Navigation and Astronomy,2,11
12,512,Celestial Navigation and Astronomy,2,10
12,512,Dragon Lore and Taming,2,6.5
12,512,Dragon Lore and Taming,2,8
12,512,Dragon Lore and Taming,2,6
12,512,Dragon Lore and Taming,2,5
12,512,Dragon Lore and Taming,2,8
12,512,Dragon Lore and Taming,2,10
12,512,Elemental Mastery and Control,1,12
12,512,Elemental Mastery and Control,1,12
12,512,Elemental Mastery and Control,1,11
12,512,Elemental Mastery and Control,1,14
12,512,History of the Arcane,3,7
12,512,History of the Arcane,3,7
12,512,History of the Arcane,3,14.5
12,512,History of the Arcane,3,9
12,512,History of the Arcane,3,12
12,512,Illusion and Enchantment,1,9
12,512,Illusion and Enchantment,1,7.5
12,512,Illusion and Enchantment,1,17
12,512,Necromancy and Spirit Summoning,1,7.5
12,512,Necromancy and Spirit Summoning,1,9.5
12,512,Necromancy and Spirit Summoning,1,6.5
12,512,Necromancy and Spirit Summoning,1,8.5
12,512,Necromancy and Spirit Summoning,1,10.5
12,512,Necromancy and Spirit Summoning,1,10.5
12,512,Necromancy and Spirit Summoning,1,8
12,512,Necromancy and Spirit Summoning,1,7.5
12,512,Necromancy and Spirit Summoning,1,7.5
12,512,Necromancy and Spirit Summoning,1,13.5
12,512,Potion Brewing and Herbology,2,14.5
12,512,Potion Brewing and Herbology,2,12.5
12,512,Potion Brewing and Herbology,2,15
12,512,Potion Brewing and Herbology,2,14
12,512,Runecrafting and Glyphwork,1,8
12,512,Runecrafting and Glyphwork,1,13
12,512,Swordsmanship and Martial Arts,1,14.5
12,512,Swordsmanship and Martial Arts,1,14.5
12,512,Swordsmanship and Martial Arts,1,17.5
12,512,Swordsmanship and Martial Arts,1,13.5
12,512,Swordsmanship and Martial Arts,1,11.5
12,512,Swordsmanship and Martial Arts,1,11
12,512,Swordsmanship and Martial Arts,1,14.5
12,512,Swordsmanship and Martial Arts,1,14
12,547,Ancient Magic and Mysticism,1,7.5
12,547,Ancient Magic and Mysticism,1,9
12,547,Ancient Magic and Mysticism,1,10
12,547,Ancient Magic and Mysticism,1,6.5
12,547,Ancient Magic and Mysticism,1,8
12,547,Ancient Magic and Mysticism,1,9.5
12,547,Ancient Magic and Mysticism,1,9
12,547,Ancient Magic and Mysticism,1,9
12,547,Ancient Magic and Mysticism,1,9
12,547,Celestial Navigation and Astronomy,2,10
12,547,Celestial Navigation and Astronomy,2,5
12,547,Celestial Navigation and Astronomy,2,4
12,547,Celestial Navigation and Astronomy,2,12
12,547,Celestial Navigation and Astronomy,2,12
12,547,Celestial Navigation and Astronomy,2,5
12,547,Celestial Navigation and Astronomy,2,6
12,547,Celestial Navigation and Astronomy,2,13
12,547,Celestial Navigation and Astronomy,2,11
12,547,Dragon Lore and Taming,2,5.5
12,547,Dragon Lore and Taming,2,7.5
12,547,Dragon Lore and Taming,2,9
12,547,Dragon Lore and Taming,2,10
12,547,Dragon Lore and Taming,2,5
12,547,Dragon Lore and Taming,2,11
12,547,Elemental Mastery and Control,1,13
12,547,Elemental Mastery and Control,1,11
12,547,Elemental Mastery and Control,1,12
12,547,History of the Arcane,3,8
12,547,History of the Arcane,3,7.5
12,547,History of the Arcane,3,7
12,547,History of the Arcane,3,7.5
12,547,History of the Arcane,3,13.5
12,547,History of the Arcane,3,8.5
12,547,Illusion and Enchantment,1,8.5
12,547,Illusion and Enchantment,1,16.5
12,547,Illusion and Enchantment,1,10.5
12,547,Necromancy and Spirit Summoning,1,4.5
12,547,Necromancy and Spirit Summoning,1,9
12,547,Necromancy and Spirit Summoning,1,10.5
12,547,Necromancy and Spirit Summoning,1,8.5
12,547,Necromancy and Spirit Summoning,1,6
12,547,Necromancy and Spirit Summoning,1,10
12,547,Necromancy and Spirit Summoning,1,9
12,547,Necromancy and Spirit Summoning,1,5
12,547,Necromancy and Spirit Summoning,1,11
12,547,Potion Brewing and Herbology,2,15.5
12,547,Potion Brewing and Herbology,2,13
12,547,Potion Brewing and Herbology,2,13.5
12,547,Potion Brewing and Herbology,2,13.5
12,547,Runecrafting and Glyphwork,1,11
12,547,Runecrafting and Glyphwork,1,10.75
12,547,Runecrafting and Glyphwork,1,10.25
12,547,Swordsmanship and Martial Arts,1,16.5
12,547,Swordsmanship and Martial Arts,1,11
12,547,Swordsmanship and Martial Arts,1,15.5
12,547,Swordsmanship and Martial Arts,1,10.5
12,547,Swordsmanship and Martial Arts,1,13.5
12,547,Swordsmanship and Martial Arts,1,16
12,547,Swordsmanship and Martial Arts,1,12
12,547,Swordsmanship and Martial Arts,1,13
12,547,Swordsmanship and Martial Arts,1,16.5
12,550,Ancient Magic and Mysticism,1,7.5
12,550,Ancient Magic and Mysticism,1,10
12,550,Ancient Magic and Mysticism,1,9.5
12,550,Ancient Magic and Mysticism,1,7.5
12,550,Ancient Magic and Mysticism,1,6.5
12,550,Ancient Magic and Mysticism,1,9
12,550,Ancient Magic and Mysticism,1,8
12,550,Ancient Magic and Mysticism,1,7.5
12,550,Ancient Magic and Mysticism,1,9
12,550,Celestial Navigation and Astronomy,2,11
12,550,Celestial Navigation and Astronomy,2,7
12,550,Celestial Navigation and Astronomy,2,12
12,550,Celestial Navigation and Astronomy,2,13
12,550,Celestial Navigation and Astronomy,2,11
12,550,Celestial Navigation and Astronomy,2,8
12,550,Celestial Navigation and Astronomy,2,9
12,550,Celestial Navigation and Astronomy,2,12
12,550,Celestial Navigation and Astronomy,2,5
12,550,Dragon Lore and Taming,2,11
12,550,Dragon Lore and Taming,2,8.5
12,550,Dragon Lore and Taming,2,7.5
12,550,Dragon Lore and Taming,2,13
12,550,Dragon Lore and Taming,2,7
12,550,Elemental Mastery and Control,1,15
12,550,Elemental Mastery and Control,1,11
12,550,Elemental Mastery and Control,1,12
12,550,Elemental Mastery and Control,1,12
12,550,History of the Arcane,3,7
12,550,History of the Arcane,3,12.5
12,550,History of the Arcane,3,10
12,550,History of the Arcane,3,13.5
12,550,History of the Arcane,3,5.5
12,550,Illusion and Enchantment,1,11
12,550,Illusion and Enchantment,1,16
12,550,Illusion and Enchantment,1,7
12,550,Necromancy and Spirit Summoning,1,6.5
12,550,Necromancy and Spirit Summoning,1,10.5
12,550,Necromancy and Spirit Summoning,1,9.5
12,550,Necromancy and Spirit Summoning,1,8.5
12,550,Necromancy and Spirit Summoning,1,8.5
12,550,Necromancy and Spirit Summoning,1,7
12,550,Necromancy and Spirit Summoning,1,4.5
12,550,Necromancy and Spirit Summoning,1,10
12,550,Necromancy and Spirit Summoning,1,7.5
12,550,Necromancy and Spirit Summoning,1,7
12,550,Potion Brewing and Herbology,2,15
12,550,Potion Brewing and Herbology,2,13.5
12,550,Potion Brewing and Herbology,2,12
12,550,Potion Brewing and Herbology,2,12.5
12,550,Runecrafting and Glyphwork,1,5.75
12,550,Runecrafting and Glyphwork,1,8.5
